Exclusive
508223
631999
643608
313344
658217
568287
557778
646610
699089
642848
648360
660860
726275
881547
702370
569138
635727
638861
624758
586184
354105
407321
334563
305404
491142
530562
417562
328922
527520
352047
296626
391815
310247
255692
337486
363815
362165
441205
454874
386809
Exclusive
269708
126503
185155
163390
134332
71596
21348
161908
156035
225161
198717
213151
79890
183086
188110
95926
242542
47949
173319
143949
92935
43500
104738
89284
64148
142388
91136
53505
151485
223952
848
105567
94870
106013
106603
179588
150148
117595
60951
Exclusive
743359
716874
382114
493853
378472
600890
335762
529788
642592
685642
530498
654899
482004
601213
573741
501985
510313
517688
363316
689795
528103
520519
473118
540752
479104
478823
646437
519819
542181
516923
515412
395083
369871
560820
397490
508483
649203
386678
548944
411885
Exclusive
380397
143090
95824
90423
94947
66319
156297
161006
181932
191067
139254
70879
77404
57800
137152
81991
295184
112595
95198
290088
284267
271439
58352
62818
423226
141649
190457
213944
127964
26723
333639
99241
170732
219864
39254
120634
98322
104959
45915
30890
Exclusive
89389
460401
485859
624561
482367
514991
627334
651420
603229
418298
474837
538745
603219
712141
405019
435733
749708
607635
562363
621173
444379
411601
325083
425844
376919
495496
408484
229231
288729
272469
384216
420567
360011
422367
321542
177453
339911
461451
367314
368658
Exclusive
124000
164779
118322
137421
167591
138912
117479
147525
146886
140532
167046
147909
143655
155242
151511
159224
156148
185360
149349
124739
75223
110028
106585
109110
116486
81705
98431
119083
147793
100612
110435
124171
118719
91158
101492
47476
89539
101942
95850
113439
Exclusive
39254.95652173913
58410.46666666667
34791.083333333336
33263.0
43998.80952380953
47559.75
37925.608695652176
34768.260869565216
43108.96
35555.47826086957
72991.18181818182
41764.47368421053
32209.48
36467.27272727273
44679.84210526316
44711.35
39971.818181818184
45807.0
51244.94736842105
45939.8
42587.09090909091
47199.444444444445
45156.10526315789
38563.76190476191
43740.75
40565.041666666664
38964.63636363636
44538.5
33839.208333333336
41366.2
40034.0
41344.84210526316
38699.90909090909
42985.65
41776.47619047619
43433.52380952381
45742.27777777778
47948.75
35395.333333333336
10564.8
Exclusive
32229.8
31573.619047619046
33474.0
31132.88888888889
29462.428571428572
34110.45
30015.0
26455.344827586207
23514.190476190477
23685.866666666665
34870.166666666664
31334.3125
38590.92857142857
27471.333333333332
34606.9
32464.1
33123.36842105263
32251.14285714286
30596.6
35814.307692307695
30479.842105263157
30366.176470588234
34759.875
24336.045454545456
34257.46666666667
27653.55
38369.58823529412
30068.91304347826
26796.384615384617
27545.043478260868
26995.761904761905
25449.44
29510.473684210527
30905.333333333332
30193.041666666668
29404.833333333332
25627.380952380954
37542.35294117647
32631.764705882353
6920.333333333333
