Exclusive
72944643
105813649
133720858
117018768
114270419
123546808
106567351
129245567
90527198
128000992
113293907
106993937
150623246
106039588
115774899
105837193
108114652
155617677
132484335
112221031
88187888
79025184
91381845
105500075
93436731
78382419
67663039
70354047
69294024
89451028
99334061
81674442
94463824
57387269
80194060
65511862
92579041
73981206
79147808
76575863
Exclusive
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
Exclusive
164047839
87674792
74454606
76384660
102187815
126345674
108895587
107190918
104701610
89380820
88906251
92951625
94509594
94693796
121671410
72268805
96714618
86174057
97892984
64347568
110277993
99953043
85316654
102971949
86814667
97712822
84907716
117018895
100530671
93343858
112651283
113333049
94385545
115291890
101701027
112054172
89325332
90487256
109397908
77226861
Exclusive
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
Exclusive
24944670
89480362
98543896
90422114
92166871
103756683
121382746
125360675
87530002
85251894
91629844
83854207
92744774
107822077
105143375
90915410
78463110
101774915
104984216
138125193
61921197
72725102
59999559
51747145
71051341
49589117
59813620
74193031
50141586
55916561
67570894
75635504
87573867
72357730
56862531
79510895
72300030
72416163
78657693
70775491
Exclusive
31630829
31045873
26159611
34448404
22567301
29411299
24615832
33543087
17493419
24254172
28237711
20854271
26224044
19752768
26737596
22356922
28958768
26042909
17861621
31108834
21206809
16271127
10953019
20039798
15229191
15955995
16959374
14830294
17113327
18587093
16272746
21533288
16795760
18435955
19598469
16708517
24054831
19102696
19821034
17401114
Exclusive
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Exclusive
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
